"LABEL","PLATFORM","TYPE","ENGLISH","AMERICAN","FRENCH","GERMAN","DANISH","FRENCH_CANADIAN","DUTCH","MEXICAN"
"DX_12thDoctor_IdOfferYouAJelly","All","Subtitle","The Doctor: I'd offer you a jelly baby but you'll take the whole bag!","The Doctor: I'd offer you a jelly baby but you'll take the whole bag!","Le Docteur : Je vous offrirais bien un Jelly Baby mais vous risquez d'engloutir tout le sachet¬!","Der Doktor: Ich würd dir ja ein Jellybaby anbieten, aber du nimmst sicher gleich die ganze Tüte!","Jeg ville byde på en vingummibamse, men du æder jo dem alle sammen!","The Doctor : Je vous offrirais bien un Jelly Baby mais vous risquez d'engloutir tout le sachet¬!","De Doctor: Ik wil je wel een snoepje aanbieden, maar dan pak je de hele zak!","El Doctor: ¡Te ofrecería un dulce, pero te vas a quedar con la bolsa entera!"
"DX_Batman_TheWorldsGreatest","All","Subtitle","Batman: The world's greatest detective strikes again.","Batman: The world's greatest detective strikes again.","Batman : Le plus grand détective du monde frappe à nouveau.","Batman: Der weltbeste Detektiv schlägt wieder zu.","Verdens bedste detektiv slår til igen.","Batman : Le plus grand détective du monde frappe à nouveau.","Batman: De beste detective ter wereld heeft weer toegeslagen.","Batman: El mejor detective del mundo ataca de nuevo."
"DX_Cyborg_WhooooThisIsSome","All","Subtitle","Cyborg: Whoooo! This is some sweet ride!","Cyborg: Whoooo! This is some sweet ride!","Cyborg : Waaooouuuh¬! Trop sympa, les sensations¬!","Cyborg: Wuoaaahuhuhu! Was für ne schicke Karre!","Wow! Det er en lækker dyt!","Cyborg : Waaooouuuh¬! Trop sympa, les sensations¬!","Cyborg: Wat een geweldig voertuig.","Cyborg: ¡Guuuuau! ¡Qué buena máquina!"
"DX_GLaDOS_WithASmallMonetaryZ","All","Subtitle","GLaDOS: With a small monetary donation, this Aperture Science equipment could be restored to a functional state. Or did you think this facility's operations were powered by wishes?","GLaDOS: With a small monetary donation, this Aperture Science equipment could be restored to a functional state. Or did you think this facility's operations were powered by wishes?","GLaDOS : Moyennant une petite participation financière, le matériel d'Aperture Science pourrait être remis en état. Ou alors vous pensiez que ce complèxe était entretenu par des sortilèges¬?","GLaDOS: Mithilfe einer kleinen Spende könnte die Ausstattung von Aperture Science wieder funktionstüchtig gemacht werden. Oder dachtest du, diese Anlage wird durch Wunschdenken betrieben?","For en mindre økonomisk donation kan dette udstyr fra Aperture Science snildt gøres funktionelt igen. Eller troede du, at anlæggets udstyr blev drevet af glade ønsker?","GLaDOS : Moyennant une petite participation financière, le matériel d'Aperture Science pourrait être remis en état. Ou alors vous pensiez que ce complèxe était entretenu par des sortilèges¬?","GLaDOS: Met een kleine monetaire donatie kan deze uitrusting van Aperture Science weer in oude staat worden hersteld. Of dacht je dat het geld ons op de rug groeit?","GLaDOS: Con una pequeña donación monetaria, este equipo de Aperture Science puede restaurarse para ser funcional. ¿O pensabas que las operaciones de estas instalaciones se alimentaban de deseos?"
"DX_Kai_ThatWasEasierThanI","All","Subtitle","Kai: That was easier than I thought it'd be.","Kai: That was easier than I thought it'd be.","Kai : C'est plus facile que ce que j'aurais imaginé.","Kai: Das war leichter, als ich erwartet hatte!","Det var meget lettere, end jeg havde forventet.","Kai : C'est plus facile que ce que j'aurais imaginé.","Kai: Dat ging makkelijker dan ik dacht.","Kai: Fue más fácil de lo que pensaba."
"DX_LordVortech_NowToRealiseTheTrue","All","Subtitle","Lord Vortech: Now, to realise the true potential of this device!","Lord Vortech: Now, to realize the true potential of this device!","Lord Vortech : Bien, il est temps d'exploiter le potentiel de cet objet¬!","Lord Vortech: Nun, was ist das wahre Potenzial dieses Geräts?","Og nu vil jeg have gang i dette apparats fulde potentiale!","Lord Vortech : Bien, il est temps d'exploiter le potentiel de cet objet¬!","Lord Vortech: Nu zullen we de volle potentie uit dit apparaat halen.","Lord Vortech: ¡Ahora aprovecharé el verdadero potencial del artefacto!"
"DX_Shaggy_LikieICouldTottalyUseThis","All","Subtitle","Shaggy: Like, I could totally use this.","Shaggy: Like, I could totally use this.","Sammy : Sensass, j'sais comment ça marche.","Shaggy: Hey, das könnte ich echt gebrauchen.","Altså, jeg kan totalt godt bruge den her.","Shaggy : Sensass, j'sais comment ça marche.","Shaggy: Dit komt echt wel van pas.","Shaggy: Puedo usar esto, sin dudas."
"DX_VictorianMale_CorTheres","All","Subtitle","Cor, there's some right strange fellows running around here these days!","Cor, there's some right strange fellows running around here these days!","Fichtre¬! On croise des gens vraiment pas piqués des hannetons, de nos jours¬!","Herrje, hier sind ein paar echt schräge Vögel unterwegs in letzter Zeit.","Nøj, der render nogle sære typer rundt her omkring i disse dage.","Fichtre¬! On croise des gens vraiment pas piqués des hannetons, de nos jours¬!","Er lopen hier rare gasten rond, tegenwoordig.","¡Ah! ¡Hay unos tipos raros rondando por aquí últimamente!"
"TI_CARGOHOOK","All","Hint","Cargo Hook Ability","Cargo Hook Ability","Capacité : Grappin de cargaison","Fähigkeit „Ladungshaken“","Evne: Lastkrog","Capacité : Grappin de cargaison","Vracht aanhaken","Habilidad gancho de carga"
"CS_DistractedDalek_ThatIsWhyIWant","All","Subtitle","Distracted Dalek: ...that is why I want to be a red Dalek-","Distracted Dalek: ...that is why I want to be a red Dalek-","Dalek distrait : Voilà pourquoi je voudrais être un Dalek rouge.","Abgelenkter Dalek: ... deshalb wäre ich gern ein roter Dalek--","DET ER DERFOR JEG VIL VÆRE EN RØD DALEK.","Dalek distrait : Voilà pourquoi je voudrais être un Dalek rouge.","Afgeleide Dalek: ...daarom wil ik een rode Dalek zijn.","Dalek distraído: ... por eso quiero ser un dalek rojo."
"CS_Batman_ThatThingAgain","All","Subtitle","Batman: That thing again? Didn't it fall down a big hole?","Batman: That thing again? Didn't it fall down a big hole?","Batman : Encore ce truc¬? Il n'était pas tombé dans un gros trou¬?","Batman: Der schon wieder? Ist der nicht in ein Loch gefallen?","Nu ham igen? Faldt han ikke ned i et stort hul?","Batman : Encore ce truc¬? Il n'était pas tombé dans un gros trou¬?","Batman: Dat ding weer? Was die niet in een diep gat gevallen?","Batman: ¿Esa criatura otra vez? ¿No se había caído por un agujero?"
"CS_Wyldstyle_WhoaSuckedOut","All","Subtitle","Wyldstyle: Whoa!","Wyldstyle: Whoa!","Cool Tag : Ouah¬!","Wyldstyle: Wuoh!","Wow!","Wyldstyle : Ouah¬!","¬","Estilo-libre: ¡Ah!"
"DX_Portal_Quest02_DUR2","All","Subtitle","Wheatley: You found one of the turrets! Brilliant! Keep it up! Keep it up! But no mad rush, 'cause I'm actually working on an apology speech... which I think is... is... quite beautiful.","Wheatley: You found one of the turrets! Brilliant! Keep it up! Keep it up! But no mad rush, 'cause I'm actually working on an apology speech... which I think is... is... quite beautiful.","Wheatley : Oh, vous avez retrouvé une tourelle¬! Génial¬! Continuez¬! Mais ne vous pressez pas, hein, il faut que je finisse d'écrire mon monologue d'excuses... qui est, ma fois... très émouvant. J'aurais les larmes aux yeux et... et ma voix sera un peu chevrotante... et je dirai merci à tous ceux qui ont voté pour moi. Rien n'aurait été possible sans le soutien de mes parents et de toute l'équipe du film qui a été vraiment formidable... oh non...ah zut, c'est... c'est c'est l'mauvais discours.","Wheatley: Oh, du hast einen der Türme gefunden! Brilliant, weiter so! Aber keine Eile, ich schreibe nämlich gerade an einer Entschuldigungsrede. Ich glaube, die wird ziemlich rührend. Sie soll so ... ich werde auf die Bühne kommen, und es gibt ein paar Tränchen am Anfang und ich werde klingen, als hätte ich einen dicken Kloß im Hals und ich werde mich bei der Academy bedanken und ... ohne meine Eltern hätte ich das nie geschafft und ... die restliche Besetzung war natürlich fantastisch und äh ... oh falsche Rede! Tschuldigung!","Du fandt en af mine botter! Strålende! Fortsæt endelig, fortsæt! Intet hastværk dog, jeg skal lige nå at skrive min undskyldningstale ... som jeg synes er, er, ganske - rørende. Den har ... Jeg går bare lige på, jeg starter med at græde en smule - altså kun i begyndelsen - og lyde sådan lidt grådkvalt. Så siger jeg ''mange tak'' til akademiet, jeg kunne ikke have gjort det uden mine forældres støtte, øhm, skuespillerne var selvfølgelig fantastiske ... Åh, undskyld, det er den forkerte tale.","Wheatley : Oh, vous avez retrouvé une tourelle¬! Génial¬! Continuez¬! Mais ne vous pressez pas, hein, il faut que je finisse d'écrire mon monologue d'excuses... qui est, ma fois... très émouvant. J'aurais les larmes aux yeux et... et ma voix sera un peu chevrotante... et je dirai merci à tous ceux qui ont voté pour moi. Rien n'aurait été possible sans le soutien de mes parents et de toute l'équipe du film qui a été vraiment formidable... oh non...ah zut, c'est... c'est c'est l'mauvais discours.","Wheatley: Je hebt een stuk geschut gevonden. Briljant. Ga zo door. Ga zo door. Maar haast je niet, want ik ben bezig aan een verontschuldigingsspeech. Die erg mooi is, vind ik.","Wheatley: Ey, ¡encontraste una torreta! ¡Brillante! Pero no te apures, estoy trabajando en un discurso de disculpas... Que creo que es... es... realmente hermoso. Será un poco como... empezaré y habrá lágrimas al principio y sonaré un poco conmovido. Y diré: ''Gracias a la academia, no podría haberlo hecho sin mis padres y, emmm, el reparto fue fantástico obviamente''... Oh, lo siento, discurso incorrecto."
"GB_QUEST03_ACT_PAGE1","All","Game","Hmph! Those mean old Ghostbusters won't let me into their gang just because I'm a GHOST! Well I'll show them! I can bust ghosts as good as anyone, you'll see!","Hmph! Those mean old Ghostbusters won't let me into their gang just because I'm a GHOST! Well I'll show them! I can bust ghosts as good as anyone, you'll see!","Bouffe-Tout : [Humph¬! Ces vilains S.O.S. Fantômes ne veulent pas m'accepter dans leur bande, parce que je suis un FANTÔME¬! Je vais leur montrer, moi¬! Je peux casser du fantôme aussi bien que n'importe qui¬!]","Pah! Diese gemeinen Ghostbusters lassen mich nur nicht mitmachen, weil ich ein GEIST bin! Denen werd ich’s zeigen! Ich kann sehr wohl Geister jagen, wartet’s nur ab!","De elendige Ghostbusters vil ikke lege med mig, bare fordi jeg er et SPØGELSE. Jeg skal vise dem! Jeg er lige så god til at fange spøgelser, er jeg så!","Slimer : [Humph¬! Ces vilains Ghostbusters ne veulent pas m'accepter dans leur bande, parce que je suis un FANTÔME¬! Je vais leur montrer, moi¬! Je peux casser du fantôme aussi bien que n'importe qui¬!]","Die gemene Ghostbusters laten me niet toe in hun clubje omdat ik zelf een spook ben. Ik ga ze een lesje leren. Ik kan net zo goed op spoken jagen, let maar op.","¡Mmmm! ¡Esos cazafantasmas malos no me dejan entrar solo porque soy un fantasma! ¡Ya les mostraré! ¡Puedo atrapar fantasmas como cualquier otro, ya verán!"
"STUDATTRACTION_NAME","All","LegoAPI","Stud Magnet Ability","Stud Magnet Ability","Capacité : Aimant à pièces","Fähigkeit „Steinchen anziehen“","Stentiltrækningsevne","Capacité : Aimant à pièces","Noppenmagneet","Imán de piezas"
"MORDORFORGEOFDOOM","All","Game","Restore the forge?","Restore the forge?","Restaurer la forge¬?","Die Schmiede wiederaufbauen?","Reparer smedjen?","Restaurer la forge¬?","De smidse herstellen?","¿Restaurar la forja?"
"DX_Gandalf_OhDearMoreOfThose","All","Subtitle","Gandalf: Oh dear. MORE of those repulsive creatures?","Gandalf: Oh dear. MORE of those repulsive creatures?","Gandalf : Sapristi¬! Encore ces ignobles créatures¬!","Gandalf: Oh je. Noch mehr dieser abscheulichen Kreaturen?","Du milde! Er der flere af de afskyelige skabninger?","Gandalf : Sapristi¬! Encore ces ignobles créatures¬!","Gandalf: Tjonge. Nog meer van die weerzinwekkende wezens?","Gandalf: Oh, cielos. ¿Más de esas criaturas repugnantes?"
"QUIT_LOBBY","All","Game","Quit the battle?","Quit the battle?","Quitter la bataille¬?","Schlacht beenden?","Afslut kampen?","Quitter la bataille¬?","Stoppen met het gevecht?","¿Salir de la batalla?"
"RAINBOW","All","Game","Restore the rainbow?","Restore the rainbow?","Restaurer l'arc-en-ciel¬?","Den Regenbogen wiederaufbauen?","Reparer regnbuen?","Restaurer l'arc-en-ciel¬?","De regenboog herstellen?","¿Restablecer el arcoíris?"
"MOVIE_QUEST01","All","Game","Sign of Trouble","Sign of Trouble","Panneau problématique","Stopp, Schild!","Tegn på problemer","Panneau problématique","Alles op je bordje","Señal de problemas"
"UniqueTrail_desc","All","LegoAPI","Trail follows the weapon.","Trail follows the weapon.","L'arme laisse une traînée.","Eine Spur folgt der Waffe","Sporet følger våbnet.","L'arme laisse une traînée.","Spoor volgt het wapen.","El rastro sigue al arma."
"P13_START","All","Game","Watch this space, friend! We're embarking on the first ~8archaeological dig~~ in Hill Valley history! Who knows what we'll find... Ancient tools, buried treasure... even dinosaurs! ... In y’know, about ~530 years~~. These things take time, y'know!","Watch this space, friend! We're embarking on the first ~8archaeological dig~~ in Hill Valley history! Who knows what we'll find... Ancient tools, buried treasure... even dinosaurs! ... In y’know, about ~530 years~~. These things take time, y'know!","À suivre, l'ami, à suivre¬! Nous allons commencer la première ~8fouille archéologique~~ dans l'histoire de Hill Valley¬! Que trouverons-nous... de anciens outils, du trésor enfoui... peut-être même des dinosaures¬?... Dans, disons... ~530 ans~~. Les choses avancent lentement, vous savez¬!","Pass gut auf, mein Freund! Wir starten hier die erste ~8archäologische Ausgrabung~~ in der Geschichte Hill Valleys! Was wir wohl finden werden? Uralte Werkzeuge, vergrabene Schätze ... vielleicht sogar Dinosaurier! ... Also, in ungefähr ~530 Jahren~~ oder so. So etwas braucht eben seine Zeit!","Hold øje med det her sted, min ven. Vi skal i gang med den første ~8arkæologiske udgravning~~ i Hill Valleys historie. Hvem ved, hvad vi vil finde ... gamle redskaber, begravede skatte ... dinosaurer! Altså, om godt og vel ~530 år~~. Den slags tager jo tid, ikke?","À suivre, l'ami, à suivre¬! Nous allons commencer la première ~8fouille archéologique~~ dans l'histoire de Hill Valley¬! Que trouverons-nous... de anciens outils, du trésor enfoui... peut-être même des dinosaures¬?... Dans, disons... ~530 ans~~. Les choses avancent lentement, vous savez¬!","Let goed op, vriend! De eerste ~8archeologische opgraving~~ in de geschiedenis van Hill Valley staat op het punt van beginnen! Wie weet wat we vinden?... Oude gereedschappen, begraven schatten... misschien wel dinosaurussen!... Over, pak 'm beet, ~530 jaar~~. Dit soort dingen kost tijd, hoor.","¡Cuida este sitio, amigo! ¡Haremos la primera ~8excavación arqueológica~~ en la historia de Hill Valley! Quién sabe qué encontraremos... ¡Herramientas antiguas, tesoros enterrados... ¡Hasta dinosaurios!... En más o menos unos ~530 años~~. Estas cosas llevan tiempo, claro."
"TI_SLIMEPROJECTILE","All","LegoAPI","Slime bolts","Slime bolts","Boulets de slime","Schleimblitze","Slime bolts","Boulets de slime","Slijmflitsen","Disparos pegajosos"
"DX_Wyldstyle_OneStepCloserLets","All","Subtitle","Wyldstyle: One step closer. Lets open that door.","Wyldstyle: One step closer. Lets open that door.","Cool Tag : Encore un pas. On va l'ouvrir cette porte.","Wyldstyle: Ein Schritt näher am Ziel. Öffnen wir diese Tür!","Ét skridt nærmere. Lad os åbne den dør.","Wyldstyle : Encore un pas. On va l'ouvrir cette porte.","Wyldstyle: Eén stap dichterbij. We doen die deur open.","Estilo-libre: Cada vez más cerca. Abramos esa puerta."
"DX_Gauntlet_TryAndFindTheWay","All","Subtitle","Gauntlet Announcer: Try and find the way out!","Gauntlet Announcer: Try and find the way out!","Annonceur Gauntlet : Essayez de trouver la sortie¬!","Gauntlet-Ansager: Finde den Ausgang!","Prøv at finde ud!","Annonceur Gauntlet : Essayez de trouver la sortie¬!","Uitdagingsaankondiger: Zoek een uitweg.","Presentador de Guantelete: ¡Intenten encontrar la salida!"
